venue_id,venue_name,lat,lng,postal_code,city,category,station_id
4b115037f964a5201e7a23e3,Bushtukah Great Outdoor Gear,45.394708035748174,-75.74880981555681,K1Z 6W4‎,Ottawa,Sporting Goods Shop,4b129fc6f964a520778b23e3
4d3cbecba2e4b1f7e813ec25,Boston Pizza,45.379497436823804,-75.74828068157736,K2A 1C5,Ottawa,Pizza Place,4b129fc6f964a520778b23e3
5085f0c2e4b059888b4f1c52,Gezellig,45.39218520981778,-75.75398971892469,K2A 0E7,Ottawa,Tapas Restaurant,4b129fc6f964a520778b23e3
56228e8c498ee2c4ee9a0e84,Chesterfield's Gastro Diner,45.397822,-75.74099,None,Ottawa,Breakfast Spot,4b129fc6f964a520778b23e3
4b09446cf964a520131523e3,The Piggy Market,45.391165610179854,-75.75646623808191,K2A 1Y5,Ottawa,Deli / Bodega,4b129fc6f964a520778b23e3
4e3728d462e1a8e9cc430918,Shoppers Drug Mart,45.390268,-75.756945,K2A 4C4,Ottawa,Pharmacy,4b129fc6f964a520778b23e3
576c5d32498efee001792cc3,Farm Boy,45.39606716382934,-75.74985632438552,K1Z,Ottawa,Grocery Store,4b129fc6f964a520778b23e3
4b4e712df964a520e9ed26e3,LCBO,45.39413888831812,-75.74890952716758,K1Z 6W6,Ottawa,Liquor Store,4b129fc6f964a520778b23e3
4bf94e2ec07c9c74d001bcef,Aladdin's Convenience and Bakery,45.37720837248184,-75.75465040353339,None,Ottawa,Middle Eastern Restaurant,4b129fc6f964a520778b23e3
4b4d2248f964a52029cc26e3,Metta Massage & Yoga Clinic,45.39049286090999,-75.7573152598067,K2A 4H1,Ottawa,Yoga Studio,4b129fc6f964a520778b23e3
4baff034f964a520f92c3ce3,Dairy Queen / Orange Julius,45.39106761397368,-75.75641065835953,K2A 0E9,Ottawa,Ice Cream Shop,4b129fc6f964a520778b23e3
4b11bd4af964a520858323e3,lululemon,45.39193313025996,-75.75391620397568,K2A 0E8,Ottawa,Clothing Store,4b129fc6f964a520778b23e3
52a61305498e8efda425139f,Bowman's Bar and Grill,45.387943309184266,-75.72936096200834,K1Z 7K6,Ottawa,Restaurant,4b129fc6f964a520778b23e3
4bb4f7d1b1edef3b35612cdd,La Cabana,45.385205405004754,-75.73230965045703,None,Ottawa,Spanish Restaurant,4b129fc6f964a520778b23e3
4c62e53579d1e21ead3ad715,Nokham Thai,45.382411,-75.770111,None,Ottawa,Thai Restaurant,4b129fc6f964a520778b23e3
4b6c142ef964a520b9222ce3,Kristy's,45.38078166384344,-75.77181453009861,None,Ottawa,Restaurant,4b129fc6f964a520778b23e3
500deb6a45b01eb871989630,Anytime Fitness,45.37551,-75.75781,K2A 1E5,Ottawa,Gym / Fitness Center,4b129fc6f964a520778b23e3
4b194720f964a5205cda23e3,Trio Lounge,45.39278013693864,-75.7523563603681,K1Z 6X3,Ottawa,Tapas Restaurant,4b129fc6f964a520778b23e3
4b3cc67ff964a520208725e3,Mrs. Tiggy Winkles,45.392651164162785,-75.75286575545361,None,Ottawa,Toy / Game Store,4b129fc6f964a520778b23e3
4b1a7c74f964a52000eb23e3,Rockin Johnny's Diner,45.386732396038155,-75.73505603328499,K1Z 7L3,Ottawa,Diner,4b129fc6f964a520778b23e3
4ceaea07f69f6a31ad152b3f,Fratelli's Westboro,45.393278812614284,-75.75160101115044,K1Z 6X3,Ottawa,Italian Restaurant,4b129fc6f964a520778b23e3
54ac7e16498ef7a42cd42c0b,The Barley Mow,45.39094403202226,-75.75655897063946,K2A 0E9,Ottawa,Irish Pub,4b129fc6f964a520778b23e3
4bf3122c94af2d7fa9133972,Napolis Italian Restaurant,45.396936,-75.743153,None,Ottawa,Pizza Place,4b129fc6f964a520778b23e3
4c6f0f209c6d6dcbd471ce7a,The Works Gourmet Burger Bistro,45.392261141875856,-75.75327354500266,K1Z 6X6,Ottawa,Restaurant,4b129fc6f964a520778b23e3
4bd2ef4a9854d13a1b82fc4d,Produce Depot,45.37667629199866,-75.75657721822536,None,Ottawa,Grocery Store,4b129fc6f964a520778b23e3
4ca86ebf76d3a093329e156b,DAVIDsTEA,45.39213820881449,-75.75409892685587,K2A 0E7,Ottawa,Tea Room,4b129fc6f964a520778b23e3
4b88679ef964a5206df531e3,The Keg Steakhouse + Bar - Manor,45.38821708485138,-75.76190563187777,K2A 0G3,Ottawa,Restaurant,4b129fc6f964a520778b23e3
4bb774c698c7ef3bf5c52f02,Westboro Beach,45.39536388115054,-75.76127535314609,K2B 5L7,Ottawa,Beach,4b129fc6f964a520778b23e3
4b5f0873f964a52013a329e3,Dovercourt Recreation Centre,45.38344716435592,-75.75288470511731,None,Ottawa,Pool,4b129fc6f964a520778b23e3
4da87dee1e72d9bb47472724,Bite This,45.396821997071434,-75.74311672569402,K1Z 6W3,Ottawa,Food Truck,4b129fc6f964a520778b23e3
4ee81784d3e31fdba162b70f,Clocktower Brew Pub,45.39003688205241,-75.7578066947906,K2A 0G2,Ottawa,Brewery,4b129fc6f964a520778b23e3
4b4771e8f964a520533226e3,Whispers Pub & Eatery,45.39375816791464,-75.7501659551885,K1Z 6X1,Ottawa,Pub,4b129fc6f964a520778b23e3
4ddd776be4cd1912736b0e23,Churchill's,45.39169532216386,-75.75448647937839,K2A 0E8,Ottawa,Restaurant,4b129fc6f964a520778b23e3
4c20ef7f4d4a20a1c5869b70,Subway,45.37287475832983,-75.76883804763247,K2A 1H2,Ottawa,Sandwich Place,4b129fc6f964a520778b23e3
4b0586e1f964a520217322e3,Centrepointe Theatre,45.34441082930872,-75.7624423160082,K2G 5K7,Ottawa,Theater,4b14a284f964a52048a523e3
4c7c05ea278eb713046f6680,Centrepointe Café & Deli,45.34274090842298,-75.7618293142131,K2G 5X3,Ottawa,Sandwich Place,4b14a284f964a52048a523e3
57e3cd72498eda2b77dac1a9,Kettleman's Bagel,45.350154417155764,-75.75941626632608,K2G 6Z1,None,Bagel Shop,4b14a284f964a52048a523e3
509f089d21c6a2925302fb5e,Algonquin Commons Theatre,45.3496610629772,-75.75601363520347,K2G 1V8,Ottawa,Concert Hall,4b14a284f964a52048a523e3
4b561e22f964a520380128e3,LCBO,45.35096364277608,-75.75900234749687,K2G 1V7,Ottawa,Liquor Store,4b14a284f964a52048a523e3
4b998d33f964a520f68235e3,LCBO,45.33446062782865,-75.72769270052551,K2G 5W5,Ottawa,Liquor Store,4b14a284f964a52048a523e3
4b079ac1f964a520ecfe22e3,Baan Thai,45.33908402299886,-75.77165096982647,None,Ottawa,Thai Restaurant,4b14a284f964a52048a523e3
547cb362498edcb600cbe40a,Crispy's,45.34212853609217,-75.75638881265107,None,None,Fried Chicken Joint,4b14a284f964a52048a523e3
4b0586e3f964a520907322e3,Nepean Sportsplex,45.32686667335872,-75.74616782877591,K2G 1W2,Ottawa,Gym,4b14a284f964a52048a523e3
4b3a220bf964a520726125e3,Chances R,45.350383053833674,-75.75849226266024,None,Ottawa,BBQ Joint,4b14a284f964a52048a523e3
504f5eb4e4b0e8d61c54a147,Starbucks,45.350259,-75.755877,K2G 1V8,Nepean,Coffee Shop,4b14a284f964a52048a523e3
4b395ca6f964a520525b25e3,Timothy's Coffee,45.35048441946044,-75.76166880093304,K2G 1V7,Ottawa,Coffee Shop,4b14a284f964a52048a523e3
4ba1851df964a520b6bd37e3,RBC Royal Bank,45.34294093456283,-75.7624939084053,K2G 5X3,Nepean,Bank,4b14a284f964a52048a523e3
4c1e6ab3eac020a1d6ac49c2,College Square,45.3508182496405,-75.76056003570557,K2C 0C6,Ottawa,Shopping Mall,4b14a284f964a52048a523e3
4b085f38f964a520580a23e3,SportChek,45.34452967410284,-75.7312273979187,K2G 4A1,Ottawa,Sporting Goods Shop,4b14a284f964a52048a523e3
4b06904df964a5202fed22e3,Tim Hortons,45.334893753756816,-75.75160413980484,K2G 1W2,Nepean,Coffee Shop,4b14a284f964a52048a523e3
4ebc149d4690a29fd6aefc63,Royal Oak,45.34310617268833,-75.76260910390916,K2G 6P9,Ottawa,Restaurant,4b14a284f964a52048a523e3
4b218aa6f964a5208d3d24e3,RONA,45.3347599,-75.730004,K2G 5X6,Nepean,Hardware Store,4b14a284f964a52048a523e3
4b7d62b8f964a52093bb2fe3,Algonquin College - The Observatory,45.34907583951895,-75.75756386813153,None,Ottawa,College Cafeteria,4b14a284f964a52048a523e3
52cad2f9498eaa3fc5f190c1,Tim Hortons,45.344540832357175,-75.76261919795331,K2G 5K7,Nepean,Coffee Shop,4b14a284f964a52048a523e3
4b15d351f964a520c0b423e3,Starbucks,45.33468,-75.72692,K2G 5W5,Nepean,Coffee Shop,4b14a284f964a52048a523e3
505b1fcbe4b0279819fe35f8,Starbucks,45.34992155088428,-75.75603690085701,K2C 0A9,Ottawa,Coffee Shop,4b14a284f964a52048a523e3
4e304d3745ddcf0f5c8b8739,Tim Hortons,45.34568715623302,-75.76358020305634,K1P 1J1,Ottawa,Coffee Shop,4b14a284f964a52048a523e3
4dadfdb20437710b812985f3,Majestic Rd,45.332836275733165,-75.75243014779248,None,Nepean,Harbor / Marina,4b14a284f964a52048a523e3
523c584a11d24fd7bdc752f6,Tim Hortons,45.34885031729599,-75.75835525989527,K2G 1V8,Ottawa,Coffee Shop,4b14a284f964a52048a523e3
4c1ea284fcf8c9b62d99ad0b,Medhurst Park,45.335904127391224,-75.74561515434812,K2G 4L4,Ottawa,Park,4b14a284f964a52048a523e3
58448f224988da2d63bffee6,Popeyes Louisiana Kitchen,45.350592,-75.762173,None,Ottawa,Fried Chicken Joint,4b14a284f964a52048a523e3
4b0586dff964a520917222e3,Tailgators,45.34449684614878,-75.73118473890369,K2G 4A1,Ottawa,Sports Bar,4b14a284f964a52048a523e3
50c3b955e4b0dbacdc5e2b12,Nepean Sportsplex Arena 2,45.32816781268604,-75.74739989891872,None,Ottawa,Skating Rink,4b14a284f964a52048a523e3
51229279e4b0227e2d4fdf6f,Nepean Sportsplex Arena 3,45.32700429526917,-75.74660166278555,None,Nepean,Skating Rink,4b14a284f964a52048a523e3
4f71017ce4b0125a70982cdc,Nepean Sportsplex Aquatic Centre,45.32695597564554,-75.74635244764065,K2G 1W2,Nepean,Gym Pool,4b14a284f964a52048a523e3
4b5f5b37f964a520ddb529e3,Extreme Pita,45.35043944785349,-75.76155009300396,K2G 1V7,Ottawa,Restaurant,4b14a284f964a52048a523e3
4b09faa2f964a520b22023e3,Quickie Mart,45.33451353897789,-75.76686862883294,None,Ottawa,Snack Place,4b14a284f964a52048a523e3
5a7e3d7b2105c314de3e18d2,RWH Inspection Services,45.3336984,-75.73671200000001,K2G 0A4,Ottawa,Home Service,4b14a284f964a52048a523e3
4d55da6558856dcb73884f6d,Gabriel Drugs - Centrepointe Pharmacy,45.342762165209116,-75.76232559055516,None,Ottawa,Pharmacy,4b14a284f964a52048a523e3
4c9f4211e9a7ef3b1c324716,Centrepointe Park,45.34119867576698,-75.76819081604188,None,Ottawa,Park,4b14a284f964a52048a523e3
5b1ebb0e7269fe002c6af1bf,Dumpling? Dumpling!,45.33876,-75.77152,K2G 5N6,Ottawa,Dumpling Restaurant,4b14a284f964a52048a523e3
4b08e38df964a520231323e3,Baseline Station,45.34771503876527,-75.76177420341018,K2G 1V8,Ottawa,Bus Station,4b14a284f964a52048a523e3
4ba15a24f964a5204baf37e3,Baseline transit stop,45.3478424340569,-75.76200731764104,None,Ottawa,Bus Stop,4b14a284f964a52048a523e3
554b7c0f498ebfc81a659ffe,Blinds with Flair,45.3332250703666,-75.72960734367369,K2G 5X6,Ottawa,Furniture / Home Store,4b14a284f964a52048a523e3
4bacce04f964a520ad0d3be3,Tanglewood Park,45.337604777662776,-75.72992653931068,None,None,Park,4b14a284f964a52048a523e3
4b9fb121f964a5205b3537e3,The Brick,45.3358623,-75.7285727,K2G 5W5,Nepean,Furniture / Home Store,4b14a284f964a52048a523e3
4d053688e350b60cb7598742,New Balance College Square,45.349969267845154,-75.760473,None,Ottawa,Shoe Store,4b14a284f964a52048a523e3
4c8a43b5a92fa0939e8e8fbf,La Senza,45.35033100220549,-75.76098401626211,K2G 1V7,Ottawa,Lingerie Store,4b14a284f964a52048a523e3
4c47205a76d72d7f77223c4d,Mark's,45.33521162248465,-75.72684009884138,K2G 1E6,Ottawa,Clothing Store,4b14a284f964a52048a523e3
50c61385e4b032fa83f13afc,Burrito Gringo,45.40567952528547,-75.70253521211951,K1R 6K7,Ottawa,Burrito Place,4b1868c5f964a52054d223e3
4bb7574e2f70c9b632848630,Red Apron,45.4093566165452,-75.70035648991129,K1R 5P2,Ottawa,Breakfast Spot,4b1868c5f964a52054d223e3
53a076c6498ec2230aeefa34,Seed to Sausage General Store,45.407796882597026,-75.70445223579172,K1R 7B1,Ottawa,Butcher,4b1868c5f964a52054d223e3
4bcf9c71a8b3a593aba3625f,Stoneface Dolly's,45.40067500028601,-75.70979212991637,K1S 4M9,Ottawa,Café,4b1868c5f964a52054d223e3
4b277a70f964a520c98624e3,Atelier Inc,45.399503794747076,-75.7063725570373,K1S 4M1,Ottawa,Molecular Gastronomy Restaurant,4b1868c5f964a52054d223e3
4b96c9bdf964a52092e434e3,Little Italy,45.401838485106154,-75.71038496397605,None,Ottawa,Neighborhood,4b1868c5f964a52054d223e3
52a3cde9498e5b177743c1b3,Evoo Greek Kitchen,45.39925717872259,-75.70884200732064,K1S 4N6,Ottawa,Greek Restaurant,4b1868c5f964a52054d223e3
4c6da383e6b7b1f7a656aa8e,Gelatini Gelato,45.40222585286786,-75.7104608113452,None,Ottawa,Ice Cream Shop,4b1868c5f964a52054d223e3
4b4e5af4f964a520a0ea26e3,So Good Restaurant,45.41061496849919,-75.70782005739524,K1R 6P7,Ottawa,Asian Restaurant,4b1868c5f964a52054d223e3
4b0586e1f964a5201b7322e3,The Gladstone Theatre,45.40442035121593,-75.71245381423702,K1R 6Y4,Ottawa,Indie Theater,4b1868c5f964a52054d223e3
56119b38498eff75a9df36d6,Arlington Five,45.410127077059556,-75.69287569626606,None,Ottawa,Coffee Shop,4b1868c5f964a52054d223e3
5784152438fa06b8a2424000,Moo Shu Ice Cream & Kitchen,45.41087887028631,-75.69272696971893,K2P 1Z2,Ottawa,Ice Cream Shop,4b1868c5f964a52054d223e3
4ec0443230f82a2e1358f394,Pressed,45.40708221169578,-75.70548745972073,K1R 6X5,Ottawa,Sandwich Place,4b1868c5f964a52054d223e3
4b1aad21f964a5201cef23e3,Di Rienzo Grocery & Deli,45.399950694160296,-75.71210451262843,K1R 0A6,Ottawa,Deli / Bodega,4b1868c5f964a52054d223e3
4b0dd1d5f964a520b55023e3,Pub Italia,45.39965293458298,-75.70889581054081,K1S 4N4,Ottawa,Pub,4b1868c5f964a52054d223e3
531e6d9b498e2bab9cd5be67,Phuket Royal Restaurant,45.41063,-75.707767,K1R 6P7,Ottawa,Thai Restaurant,4b1868c5f964a52054d223e3
4b789c4cf964a5200eda2ee3,Whalesbone Oyster House,45.41226847663539,-75.6938561797142,None,Ottawa,Seafood Restaurant,4b1868c5f964a52054d223e3
4b0ef85ef964a520665d23e3,The Moon Room,45.39904934249347,-75.7087812426916,K1S 4N6,Ottawa,Wine Bar,4b1868c5f964a52054d223e3
4b2c122bf964a520eac024e3,Big Easy's,45.40527828619684,-75.71232276585754,K1R 7R4,Ottawa,Steakhouse,4b1868c5f964a52054d223e3
4b6db9d5f964a520f4892ce3,Whalesbone Sustainable Oyster and Fish Supply,45.409595585457566,-75.69445396877398,None,Ottawa,Fish Market,4b1868c5f964a52054d223e3
4b0dadadf964a520bf4d23e3,Wilf & Ada's,45.4102260246378,-75.69261603908936,K2P 1Z5,Ottawa,Breakfast Spot,4b1868c5f964a52054d223e3
4b1e89a6f964a520481b24e3,Bubblicity (China Town),45.4104902934235,-75.70803770616388,K1R 6P8,Ottawa,Tea Room,4b1868c5f964a52054d223e3
4b19a713f964a52042e123e3,Absolute Comedy,45.400848381705714,-75.70982355271504,K1S 4M9,Ottawa,Comedy Club,4b1868c5f964a52054d223e3
4b9e7ba4f964a520e0e736e3,Divino Wine Studio,45.40555567230616,-75.71243365733815,CA,Ottawa,Wine Bar,4b1868c5f964a52054d223e3
4e64110e2271573ad853c1f9,Giovanni's Fine Italian Cuisine,45.40128666469074,-75.71012270303837,K1S 4M7,Ottawa,Italian Restaurant,4b1868c5f964a52054d223e3
5a21edc9fd16bb353b390540,Little Victories Glebe,45.40273457511437,-75.68814639785029,K1S 3V7,Ottawa,Café,4b1868c5f964a52054d223e3
4b0756c4f964a5203efc22e3,Kettleman's Bagel Co,45.39986455478269,-75.68658293801577,K1S 3W4,Ottawa,Bagel Shop,4b1868c5f964a52054d223e3
59f1253edd84422bb1d0a8d4,Flora Hall Brewing,45.41081413161598,-75.69320937354483,K2P 1A7,Ottawa,Brewery,4b1868c5f964a52054d223e3
4b0586e0f964a520aa7222e3,Dow's Lake Pavilion,45.39633282600371,-75.70607583040426,K1S 5K7,Ottawa,Harbor / Marina,4b1868c5f964a52054d223e3
4b0c2500f964a520bf3723e3,Wild Oat Bakery Cafe and Restaurant,45.40254174059937,-75.68803927020227,K1S 3V7,Ottawa,Vegetarian / Vegan Restaurant,4b1868c5f964a52054d223e3
4b09c2c5f964a520151d23e3,The Works Gourmet Burger Bistro,45.407814,-75.691383,K1S 3T3,Ottawa,Restaurant,4b1868c5f964a52054d223e3
4fe72399e4b098f61f370582,Bridgehead Roastery,45.40736850325519,-75.71326534348411,K1R 6T7,Ottawa,Coffee Shop,4b1868c5f964a52054d223e3
4b203ed1f964a520452f24e3,Il Negozio Nicastro,45.40299334396852,-75.68839658361652,K1S 3V8,Ottawa,Cheese Shop,4b1868c5f964a52054d223e3
4b1dae07f964a520de1324e3,Simply Biscotti,45.4018091724236,-75.71037754163832,None,Ottawa,Coffee Shop,4b1868c5f964a52054d223e3
4cc70754ef69ef3b71db3bb1,Happy Goat Coffee Co,45.4050625530759,-75.71714084202058,K1Y 2E6,Ottawa,Coffee Shop,4b1868c5f964a52054d223e3
4b82d3f1f964a5209de730e3,Luciano Foods,45.40857748220162,-75.71449269625967,None,Ottawa,Deli / Bodega,4b1868c5f964a52054d223e3
5190118c498e91f3c397aacd,Pour Boy,45.41373512149268,-75.70042969199935,K1R 5J7,Ottawa,Bar,4b1868c5f964a52054d223e3
4b0ff21cf964a520986623e3,Rama Lotus Yoga Centre,45.413512417808136,-75.69281926959428,None,Ottawa,Yoga Studio,4b1868c5f964a52054d223e3
4b25269cf964a520f66c24e3,The Papery,45.40168949562064,-75.6876097023272,K1S 3W1,Ottawa,Paper / Office Supplies Store,4b1868c5f964a52054d223e3
50a13366e4b0c4d83d97bb29,Beyond the Pale Brewing Company,45.407957,-75.718398,K1R 6K7,Ottawa,Brewery,4b1868c5f964a52054d223e3
4d28be71342d6dcb25c0fbca,Art-Is-In Bakery,45.408011363767024,-75.71840612902194,K1R 1C7,Ottawa,Bakery,4b1868c5f964a52054d223e3
4c63030786b6be9a627f8d34,La Brioche,45.401015,-75.687199,K1S 3W3,Ottawa,Bakery,4b1868c5f964a52054d223e3
4b0586e0f964a520c47222e3,Canadian Museum of Nature,45.412897832622136,-75.6888443362347,K1P 6P4,Ottawa,Museum,4b1868c5f964a52054d223e3
53b9bdf9498eb71c63aa0cdf,TD Place Stadium,45.39881304321904,-75.68398441468048,K1S 3W7,Ottawa,Football Stadium,4b1868c5f964a52054d223e3
4b5cfe03f964a520094e29e3,Rideau Curling Club,45.41292261643471,-75.70464184773247,K1R 5J5,Ottawa,Curling Ice,4b1868c5f964a52054d223e3
54f53236498e711bfbe8f529,Cineplex Cinemas,45.40042543058546,-75.68341385856377,K1S 5J3,Ottawa,Movie Theater,4b1868c5f964a52054d223e3
4d4099e9c1d4721e02f911c7,ThimbleCakes,45.41392986132328,-75.69507674175823,K2P 1Y2,Ottawa,Cupcake Shop,4b1868c5f964a52054d223e3
507f49f0e4b0705ee57deb37,Two Six {Ate},45.40422763102869,-75.71177896961903,K1R 7R5,Ottawa,Tapas Restaurant,4b1868c5f964a52054d223e3
4c110b156b7e2d7f938f2835,Co cham,45.409879245366376,-75.70983052638047,None,Ottawa,Vietnamese Restaurant,4b1868c5f964a52054d223e3
4b6c2444f964a520dd252ce3,Morning Owl,45.39969968812237,-75.70645369558844,K1S 4M1,Ottawa,Coffee Shop,4b1868c5f964a52054d223e3
4bdc54f4afe8c9b662ed4e85,Farm Boy,45.45857403353559,-75.48744903176659,K4A 4X4,Orléans,Grocery Store,4b18fccef964a520f6d623e3
4b2d31e0f964a520abd024e3,LCBO,45.45615517174238,-75.4966051260625,None,Ottawa,Liquor Store,4b18fccef964a520f6d623e3
4bf7e4485317a59345b6fe7e,Cafe Latte Cino,45.459034931655616,-75.48732907317725,K4A 4X4,Ottawa,Café,4b18fccef964a520f6d623e3
4c7fc242e4b06dcb24f847d7,Staples Orleans,45.4588437,-75.4842238,K4A 4C5,Cumberland,Paper / Office Supplies Store,4b18fccef964a520f6d623e3
573a2ca9498e467e064888c9,Occo Kitchen,45.4571110486963,-75.4972351955621,None,Orléans,American Restaurant,4b18fccef964a520f6d623e3
500af39ce4b0e68938059dd0,Spuds Poutine Shack,45.45836443438973,-75.4936428187181,None,Ottawa,Fast Food Restaurant,4b18fccef964a520f6d623e3
4ccb0762b571b60ca24cc965,TD Canada Trust,45.460202127880514,-75.48815354704857,K4A 3W3,Orléans,Bank,4b18fccef964a520f6d623e3
4f00dfce6c25c5ce823e811d,Sushi Village,45.469047043977156,-75.49117180827461,None,Ottawa,Sushi Restaurant,4b18fccef964a520f6d623e3
53c9844c498e889ccf215731,Menchie's,45.46137019557349,-75.48728516050438,None,Orléans,Frozen Yogurt Shop,4b18fccef964a520f6d623e3
4b12e7c4f964a520919023e3,Ray Friel Recreation Complex,45.47187118528956,-75.49255532094978,None,Ottawa,Gym,4b18fccef964a520f6d623e3
4b6c9e2cf964a520ed462ce3,The Beer Store,45.4698312,-75.4927508,K1E 3P6,Ottawa,Beer Store,4b18fccef964a520f6d623e3
4b56580af964a520660c28e3,GoodLife Fitness,45.457172434003674,-75.4938587636661,K4A 5E6,Ottawa,Gym,4b18fccef964a520f6d623e3
4bbd11f68a4fb71335913c9d,Tartan Pub,45.45592595203739,-75.50553681309849,None,Ottawa,Pub,4b18fccef964a520f6d623e3
4b171871f964a5203ec223e3,Starbucks,45.457123,-75.497341,K4A 5E6,Orléans,Coffee Shop,4b18fccef964a520f6d623e3
4c6eefe3b3ce224b6a486fc6,RBC Royal Bank,45.45869286951797,-75.49403507857593,K4A 5E6,Orléans,Bank,4b18fccef964a520f6d623e3
4c6be37623971b8de93e9b8a,Metro,45.46095486873462,-75.48424825072289,K4A 4C5,Ottawa,Supermarket,4b18fccef964a520f6d623e3
5841f8ca9850a03d83a1a585,Popeyes Louisiana Kitchen,45.4616,-75.4867,None,None,Fried Chicken Joint,4b18fccef964a520f6d623e3
4b5bab02f964a520da0e29e3,Shoppers Drug Mart,45.453994,-75.50883,K1W 1K9,Orléans,Pharmacy,4b18fccef964a520f6d623e3
58decdd3c5f8a7558d6dc7fb,Sobeys,45.45254,-75.48385,K4A 3W6,Orléans,Grocery Store,4b18fccef964a520f6d623e3
4b32f7a2f964a5208c1625e3,The Barley Mow,45.458530793177076,-75.48694460075323,None,Ottawa,Pub,4b18fccef964a520f6d623e3
56154587498ec1ec989c7b61,Mandarin,45.4589809091134,-75.48599909439874,None,Ottawa,Chinese Restaurant,4b18fccef964a520f6d623e3
4bf73dbab182c9b63e7d755a,Kelseys Original Roadhouse,45.460810981904096,-75.4864452034937,K4A 4C5,Orléans,Restaurant,4b18fccef964a520f6d623e3
4babf5ebf964a5207ed93ae3,Booster Juice,45.469275,-75.491814,K1E 3P6,Orléans,Smoothie Shop,4b18fccef964a520f6d623e3
4c7a8719566db60c5b30480e,Subway,45.46080302069046,-75.48677619965838,K4A 4C5,Ottawa,Sandwich Place,4b18fccef964a520f6d623e3
4b094a6af964a520481523e3,Real Canadian Superstore,45.457537,-75.496512,K4A 5E6,Ottawa,Grocery Store,4b18fccef964a520f6d623e3
5a21d6a4a0215b4c625dab4c,The Beer store,45.452327,-75.484577,K4A 0N1,Ottawa,Beer Store,4b18fccef964a520f6d623e3
559da899498e57abb8009018,Best Buy,45.45268389782455,-75.50430178642273,K4A 0G2,Orléans,Electronics Store,4b18fccef964a520f6d623e3
4da8bf7a1e72c1ab9bcb2e66,Nando's,45.45201013583869,-75.51283058428272,None,Ottawa,Portuguese Restaurant,4b18fccef964a520f6d623e3
4b59daedf964a520279c28e3,Montana's,45.4572024263622,-75.49839867459346,K4A 5E6,Orléans,BBQ Joint,4b18fccef964a520f6d623e3
4ca344cd7f84224b843cc358,Tim Hortons,45.46088127797493,-75.48594877123833,K4A 3J7,Orléans,Coffee Shop,4b18fccef964a520f6d623e3
4cb722f755af224b37ed9e7e,Shoppers Drug Mart,45.451357,-75.481505,K4A 3W6,Orléans,Pharmacy,4b18fccef964a520f6d623e3
4b648fe7f964a520dfbd2ae3,Boston Pizza,45.453157967920454,-75.51016633444254,K1W 1K9,Orléans,Pizza Place,4b18fccef964a520f6d623e3
