venue_id,venue_name,lat,lng,postal_code,city,category
4c9a7ef0292a6dcb605ecf76,Canadian Tire Gas+,45.30859674981382,-75.91639016066637,K2T 1C3,Kanata,Gas Station
4db2d6acfa8c350240be3604,Ultramar,45.29424719861647,-75.92770731819189,None,Stittsville,Gas Station
4c63f28f79d1e21eaec0d915,Petro-Canada,45.327281518362746,-75.82144618034363,K2H 9N5,Nepean,Gas Station
5cd2e27323a2e6002c82ba0b,Esso,45.294048,-75.92763,K2S 1B9,Ottawa,Gas Station
5cc85090270ee7002c0383f0,Pioneer,45.29416,-75.927029,K2S 1B9,Ottawa,Gas Station
4b925c16f964a5204ff433e3,Esso,45.327304503008456,-75.81979515167389,None,Ottawa,Gas Station
4cf2b40b7e93f04da46b5469,Tin Cup Express,45.2755955984962,-75.95000593979012,None,Ottawa,Gas Station
4c40dbb2da3dc9282704c8b9,Esso,45.29745009146976,-75.90114857336957,K2L 1V8,Kanata,Gas Station
4c1b775eeac020a1b3d744c2,Ultramar,45.27955681243415,-75.92817148654862,None,Stittsville,Gas Station
4b716e62f964a52052462de3,Esso,45.34203844302338,-75.78830877545401,K2H 7B3,Ottawa,Gas Station
5b852391f427de002c818f3e,Ultramar,45.2763548,-75.9235742,K2S 1B9,Stittsville,Gas Station
4bf71def5efe2d7fc0736834,Ultramar,45.285312731288535,-75.90820212348844,K2S 1B9,Stittsville,Gas Station
4e739987d22d2fd3145ff737,Ultramar,45.408685,-75.856974,J9H 6Z9,Gatineau,Gas Station
4b45406cf964a5201e0926e3,Shell,45.367445,-75.786366,K2B 6R7,Ottawa,Gas Station
4c3cd5697d00d13a18753950,Ultramar,45.295847,-75.891905,K2L 1V4,Ottawa,Gas Station
4d9d2893baae5481e48aec64,Petro-Canada,45.34123,-75.787664,K2H 7B3,Ottawa,Gas Station
4c7ecaaf01df3704305ae4ac,MacEwen,45.43328409724694,-76.3430744960384,None,None,Gas Station
5b50d925894eac002c8090cc,Ultramar,45.4337461,-76.3463328,K7S 3K1,Arnprior,Gas Station
5a61197348b04e6cfd2cf8a0,NAPA AUTOPRO - Service D'Auto G. Fortin Inc.,45.53872106372124,-76.02040436700918,J0X 2G0,Luskville,Gas Station
4bfda894e529c9285e43bb8c,Petro-Canada,45.353744,-75.808798,K2H 5A5,Nepean,Gas Station
4dab216643a1128197085f32,Ultramar,45.395829918528904,-75.83236784190122,None,Gatineau,Gas Station
4d6ffee03599370461bc169d,Ultramar,45.254506,-75.916428,K2S 1A2,Stittsville,Gas Station
4c33d98216adc928a15bc49c,Canadian Tire Essence,45.396079,-75.830097,None,None,Gas Station
5880860575e13775d66e83f4,Ultramar,45.288271,-75.869011,K2M 1H4,Ottawa,Gas Station
5b178dfdb8fd9d002c57dfc7,NAPA AUTOPRO - Ryno Motors Sales & Service,45.23419210081943,-76.17637210758403,K0A 1A0,Almonte,Gas Station
4bb32e6ca32876b0425c01fe,Ultramar Gas Bar,45.28790174427014,-75.86862178070953,None,Ottawa Division,Gas Station
4cdb0bd8cea2224b7436834c,Canadian Tire Gas+,45.42633749820672,-76.36580110081614,K7S 3K5,Arnprior,Gas Station
5b20cd69018cbb002cc84572,Meineke Car Care Centre,45.29798078546895,-75.89901858895496,K2L 1V8,Ottawa,Gas Station
583c9f8454073d1f49085cbf,Canadian Tire Gas+,45.3224828,-75.8359127,K2H 5Z2,Nepean,Gas Station
4b7f190af964a520481630e3,Island Park Esso,45.397360459182835,-75.7416723492678,None,Ottawa,Gas Station
4ea890306da1bfeaab1676db,Costco Gasoline,45.33738198576367,-75.71933389243213,K2G 1E3,Nepean,Gas Station
4bcbc40568f976b08cc66183,Petro-Canada,45.342585,-75.756463,K2G 1V9,Nepean,Gas Station
4d0fa08b71e8a1cd84d57bbd,Petro-Canada,45.375825,-75.757519,K2A 1E3,Ottawa,Gas Station
4b1ecf1bf964a520d21f24e3,Petro-Canada,45.400913,-75.729452,K1Y 1G6,Ottawa,Gas Station
4bf43cfd6a31d13aa686952e,Shell,45.368623422908364,-75.77323521842206,K2B 7G1,Ottawa,Gas Station
4c0fec78f1b6a593e6117b27,Esso,45.35030126933906,-75.73367705668883,K2G 3K1,Ottawa,Gas Station
4b129fc6f964a520778b23e3,Shell,45.3806285835496,-75.74722423599982,K2A 1C4,Ottawa,Gas Station
4c1a9a2aeac020a1788743c2,Shell,45.381208834429785,-75.73349386453629,K1Z 6A2,Ottawa,Gas Station
523f2ded498e8f61b0b760c7,Shell,45.42922300948308,-75.72612586696508,J8X 2M1,Gatineau,Gas Station
4e288417b61c9d28cbf5b6f0,Esso,45.43024479206917,-75.76260230608186,J9A 2X1,Gatineau,Gas Station
4ed1b481b8f7971d6c4648f4,Esso,45.42188644435483,-75.74592485104927,J9A 1M5,Gatineau,Gas Station
4f774230e4b0c8b497e6e117,Hetco,45.385815,-75.807413,None,Aylmer,Gas Station
4c128b1a77cea593533fcd60,Petro-Canada,45.436464,-75.766524,J9A 3H6,Gatineau,Gas Station
4b1ea725f964a520491d24e3,Petro-Canada,45.407342,-75.703848,K1R 6J9,Ottawa,Gas Station
4be2e28c660ec928d972ca3b,Shell,45.35425577238386,-75.73592838496675,K2G 3J8,Nepean,Gas Station
4b8b1444f964a520db9132e3,Esso,45.343381227579606,-75.72949900769844,K2G 3K4,Ottawa,Gas Station
4b22db5af964a520e34e24e3,Petro-Canada,45.411115,-75.705966,K1R 6P4,Ottawa,Gas Station
4cfd390ec6cca35dd5bd9532,MacEwen,45.3704170215587,-75.78209278766796,None,Ottawa,Gas Station
4b14a284f964a52048a523e3,Esso,45.334379607951185,-75.75196051514654,K2G 1W2,Ottawa,Gas Station
4d0c1a79903d37045545bb55,Petro-Canada,45.29789,-75.731714,K2J 4P5,Nepean,Gas Station
4cc6bb5fb2beb1f736da294c,Esso (Pinecrest at Baseline),45.34216276461434,-75.78623927251394,K2H 7B3,Ottawa,Gas Station
4c796199bd346dcbb63bf5ef,Petro-Canada,45.428758,-75.685672,K1N 5Y5,Ottawa,Gas Station
4c255bd7136d20a10788e361,Esso,45.37638134584919,-75.7572068227246,K2A 1E4,Ottawa,Gas Station
4c6b3803e13db60c97ffd3b1,MacEwen Aylmer,45.41254202783895,-75.80903990057867,None,Aylmer,Gas Station
4bc21ef4abf4952110ffc193,Petro-Canada,45.353183,-75.70477,K2C 3V3,Ottawa,Gas Station
4cd84a2b7bb06dcb59b0a1b2,Shell,45.33547777150267,-75.72389374821829,K2G 1E3,Nepean,Gas Station
4eba888a93ade58bee9e17d5,Shell,45.47004443,-75.73791654,J8Z 1T3,Gatineau,Gas Station
4c39cfd42c8020a14c368d00,Petro-Canada,45.353763,-75.646184,K1V 8R9,Ottawa,Gas Station
4b9f87dcf964a520472937e3,Canadian Tire Gas+,45.435594318337024,-75.60664518764234,K1J 8X3,Ottawa,Gas Station
4e001453d22d5ec6f277559b,Shell,45.38916716368916,-75.61822301686017,K1G 1B2,Ottawa,Gas Station
4c9b38e580958cfa865449d4,On the Run,45.3421276,-75.7863083,K2H 7B3,Ottawa,Gas Station
4bdb7d802a3a0f47c66bafb6,Petro-Canada,45.342989,-75.669964,K1V 1C3,Ottawa,Gas Station
4c4ec00eea24c9b60d182d16,Petro-Canada,45.45743,-75.742071,J8Y 4A8,Gatineau,Gas Station
4b7f09a3f964a520051230e3,refuel,45.36327249164529,-75.73428926759148,K2E 5P2,Nepean,Gas Station
4b7e3d71f964a520f9e62fe3,Shell,45.347329357673395,-75.78791375067023,K2C 3E5,Ottawa,Gas Station
4bd7678f0b779c745b1a05a0,Petro-Canada,45.276001,-75.719503,K2J 4G5,Nepean,Gas Station
4b18fccef964a520f6d623e3,Petro-Canada,45.45939,-75.491225,K4A 3W3,Cumberland,Gas Station
4bb3ed86737d76b039ea3a7c,Petro-Canada,45.46417,-75.539435,K1C 1E4,Orléans,Gas Station
4bd5ff26637ba593e56ef770,Shell,45.461483573685626,-75.48750349967173,K4A 4H8,Ottawa,Gas Station
50cbbbbde4b05e3ef08039b0,Ultramar Brian Coburn & 10th,45.45082372071338,-75.48285131461155,None,None,Gas Station
4b8a9a20f964a520947432e3,Esso,45.41493121831715,-75.60473716562313,None,Ottawa,Gas Station
4e8673fbd66a9b178e911eda,Petro-Canada,45.447474,-75.59479,K1J 6M1,Gloucester,Gas Station
4d36046c48098cfa08504217,Esso,45.491051038281554,-75.47998721813163,K1T 1C1,Ottawa,Gas Station
4d0c212d95c1a1cd3483fafe,Petro-Canada,45.431518,-75.564004,K1B 4Z5,Gloucester,Gas Station
4e501f2c18383eb2af2bc185,Canadian Tire Gas+,45.467240870338756,-75.49085853668171,K1E 3X2,Orléans,Gas Station
4b7d78a3f964a520a2c02fe3,Ultramar,45.447068,-75.52725,K1C 1T1,Ottawa,Gas Station
5a1c9a676dcf04231331bec6,Petro-Canada,45.467915,-75.491846,K1E 3E8,Orléans,Gas Station
4b772322f964a52012812ee3,Ultramar,45.470986500173254,-75.45404613933518,K4A 4R7,Ottawa,Gas Station
4c4ec2919efabe9a84fb986a,Petro-Canada,45.373824,-75.623971,K1G 3N4,Ottawa,Gas Station
4f6f54dae4b0ac4cdc029794,Ultramar,45.368949,-75.455691,K0A 1K0,Carlsbad Springs,Gas Station
4b4fe6ecf964a520181927e3,Petro-Canada,45.425284,-75.637431,K1J 7S4,Gloucester,Gas Station
4c95098638dd8cfa3cd2ce62,Petro-Canada,45.419393,-75.596303,K1B 4C6,Gloucester,Gas Station
5a60fdcb5455b22bcfc2444e,NAPA AUTOPRO - Precision Automotive,45.459339237719526,-75.48951339558698,K4A 3W2,Orléans,Gas Station
4e19d92252b123a586e3f8ac,Esso,45.4869518205009,-75.6025242805481,J8P 2C6,Gatineau,Gas Station
4d10ef9ad467236a912ec74a,Petro-Canada,45.42856176,-75.63915804,K1J 7S4,Ottawa,Gas Station
4e8673fed66a9b178e91269f,Petro-Canada,45.414551778980865,-75.60870796122774,K1B 3K5,Ottawa,Gas Station
4d474b0d14aa8cfadc96863d,Petro-Canada,45.405315,-75.62679,K1G 1A2,Ottawa,Gas Station
4bcb0823fb84c9b6cb061e3e,Circle K,45.4531781,-75.5119981,K1C 1T1,Orléans,Gas Station
4e67699e2271517970277eca,Esso,45.364149476057584,-75.61986646117148,K1T 3S4,Ottawa,Gas Station
4ca4b634f832a1cd7d51a8e5,Ultramar / Country Style,45.331341847583715,-75.34658047822994,None,Vars,Gas Station
4c8add853dc2a1cd332cb132,Petro-Canada,45.449477,-75.588401,K1J 1G4,Ottawa,Gas Station
4e867400d66a9b178e912b97,Petro-Canada,45.484018,-75.65063,J8P 1B9,Gatineau,Gas Station
4c10d9ad6b7e2d7f80332835,Pioneer Energy,45.411151,-75.640736,K1G 0Z1,Ottawa,Gas Station
5b4d9379a42362002c3125d0,Meineke Car Care Centre,45.47134,-75.5234399,K1C 1G3,Ottawa,Gas Station
57eeaba4498e1e1c58c104f1,Petro-Canada,45.35371,-75.642179,K1T 1M9,Gloucester,Gas Station
4fce4f7ce4b0231f2cd142e8,NAPA AUTOPRO - Orleans AUTOPRO,45.46740396072522,-75.53350698784925,K1C 1E7,Orléans,Gas Station
4b6d7bd3f964a52082772ce3,Esso,45.383077138391556,-75.63096040142683,K1H 1W1,Ottawa,Gas Station
4c4642d9cd5ca5930c5a0087,Petro-Canada,45.433146,-75.668333,K1L 6E7,Vanier,Gas Station
4b59d639f964a5200d9b28e3,Mr. Lube,45.463915,-75.540608,K1C 1E4,Orléans,Gas Station
4cbf4e051c6c6dcb9be06d5e,Rene's Corner,45.342419,-75.524871,None,None,Gas Station
4c48b9726f1420a1c8eca954,Oil Changers,45.446784,-75.594309,None,Ottawa,Gas Station
4b3d4ee2f964a520179225e3,Shell,45.4332134,-75.66968915,K1L 6E8,Ottawa,Gas Station
4c91737d7088a143775cb143,Shell,45.48249032032316,-75.67470008030088,J8T 8K7,Gatineau,Gas Station
4bedbf82e24d20a104ee7114,Pioneer Gas,45.43640942259172,-75.60440651825871,None,Ottawa,Gas Station
57ee9e37498e4bb1d91214df,Petro-Pass Truck Stop,45.411983,-75.612086,K1B 4V5,Ottawa,Gas Station
59a5d61779187166d80627b5,Ultramar,45.382234,-75.601757,K1G 3V8,Ottawa,Gas Station
4ec18d860cd6d2a16f80db3c,Pipeline,45.382234,-75.601757,K1G 3V8,Ottawa,Gas Station
4da599398154a54251bb668d,Ultramar,45.374736,-75.596987,K1G 4G2,Ottawa,Gas Station
4c5d675385a1e21efe365911,Shell,45.43940923,-75.67671312,K1L 8B3,Ottawa,Gas Station
4cb3345aeb65b1f703fb81cd,MacEwen Petroleum,45.2697594004997,-75.5945612535884,K1G 3N3,Ottawa,Gas Station
4d17c458b15cb1f7b597b621,Drummonds Gas Station,45.281599669070715,-75.57097457191362,None,Ottawa,Gas Station
4b755da6f964a52078082ee3,Petro-Canada,45.333823,-75.693783,K1V 2E8,Ottawa,Gas Station
4e8673fcd66a9b178e911faa,Petro-Canada,45.2834,-75.56604,K1T 1M9,Gloucester,Gas Station
5a610039175562479663beda,NAPA AUTOPRO - Clarmo Auto Repair,45.22866130783508,-75.49170070560649,K0A 2P0,Metcalfe,Gas Station
5124de9ee4b089c767c17aff,MacEwens,45.29716039113579,-75.58080914147426,None,Ottawa,Gas Station
4d20e92916cfb60c7c1d5d61,Esso,45.331288,-75.5995287,K1T 3W5,Ottawa,Gas Station
4b8d2125f964a5205be932e3,Shell,45.28685487,-75.70293123,K2C 3H1,Nepean,Gas Station
4db594f46e8179a913927cd6,Petro-Canada,45.34501,-75.443785,K0A 1K0,Gloucester,Gas Station
4c200933b4e62d7fa697e093,Stinson,45.32472595936018,-75.59658744189625,None,Ottawa,Gas Station
4bbd217b4e069c74aa6d9ee3,Esso,45.36052102054499,-75.63177120424243,K1T 3Z3,Ottawa,Gas Station
4c48a3513013a5939789b0e1,Petro-Canada,45.268864,-75.749585,K2J 4B1,Ottawa,Gas Station
4b8538c2f964a520815131e3,Shell,45.35363847022218,-75.64327863505588,K1V 8S2,Ottawa,Gas Station
4b4ce790f964a520abc326e3,MacEwen,45.26953675323259,-75.69895151392065,K1V 2G2,Ottawa,Gas Station
4cd1e7f45b5ca35d834384f0,McEwen Gas & Wash,45.270930172359876,-75.69884870496931,None,Ottawa,Gas Station
4bef0ed6c80dc928a46f27e3,Petro-Canada,45.287359,-75.757252,K2J 1A1,Nepean,Gas Station
4e86759377c8edfe5ad47659,Shell,45.291602223612045,-75.72800432765533,K2J 4G3,Nepean,Gas Station
4b76bac2f964a5201d5b2ee3,Esso,45.27453796446751,-75.73826557792235,K2J 5L4,Barrhaven,Gas Station
4f3d3a11e4b0fa28e0f38929,Esso Avitat,45.3237251202578,-75.6566448071217,K1V 9B4,Ottawa,Gas Station
58789d250393cc5a95291efe,Ultramar,45.30033915230139,-75.69985091686249,K2G 6A4,Nepean,Gas Station
4b9fc720f964a520ca3d37e3,Petro-Canada,45.361259,-75.739137,K2C 0A9,Nepean,Gas Station
5b4ecd39610f04002cf6cf61,Ultramar,45.2847395,-75.7229296,K2G 6A4,Nepean,Gas Station
4bfbbd36d2b720a1b051336a,Quickie,45.28506063449237,-75.72280098507443,None,Ottawa,Gas Station
4c13b3f5f1e0b71376b334bc,Pioneer Energy,45.347975,-75.625072,K1T 1N7,Gloucester,Gas Station
4bed4f4fbac3c9b6d710fee9,Ultramar,45.240365,-75.71267,K2C 3H2,Ottawa,Gas Station
4c6f03eed97fa14326c1f1ca,Canadian Tire Gas Bar,45.27246178219889,-75.74671366321382,None,None,Gas Station
4bbf8a53b492d13a00d4a260,MacEWAN Gas Bar,45.200745929436216,-75.8294624840157,None,None,Gas Station
5a610fecbd4009217afbc165,NAPA AUTOPRO - The Car-O-Practor Ltd.,45.190740443764035,-75.81919912983182,K0A 2Z0,Richmond,Gas Station
4ba67168f964a520ed5239e3,Esso,45.12950474147662,-76.12382478764775,None,Carleton Place,Gas Station
587c62735a586959d91b1813,Ultramar,45.240422,-75.712735,K2C 3H2,Nepean,Gas Station
4dee47edb0fb43a756efd920,Pioneer,45.021071,-75.653017,K0G 1J0,Kemptville,Gas Station
4db715410437fa536a65afb4,Esso,45.28483038456674,-75.72294657302675,K2G 6A4,Ottawa,Gas Station
4b622087f964a52042372ae3,MacEWEN,45.26915772645751,-75.80187214994338,None,Nepean,Gas Station
51d5caf3498e0485c24ff783,Ultramar,45.023161,-75.649085,K0G 1J0,Kemptville,Gas Station
4d966ab797d06ea8aaf1020b,Ultramar Gas Station,45.02331856000104,-75.64876615049731,None,Kemptville,Gas Station
4d83e0dce83fa143750d57a1,Mac's,45.0193119,-75.6505313,K0G 1J0,Kemptville,Gas Station
5824862bf2c98b32f0bf22b5,Costco Gasoline,45.26883848573053,-75.78267559772908,None,Ottawa,Gas Station
4ca5b3b2931bb60c70018ce2,Stinson - Country Style,45.0288774532069,-75.63993019479918,K0G 1J0,Kemptville,Gas Station
4c60b60190b2c9b6ab9b3d22,Stinson,45.028764433265216,-75.63969042880555,K0G 1J0,Kemptville,Gas Station
4c10dbcc6b7e2d7f3f372835,MacEwan Gas Bar,45.02996196688065,-75.63735315651464,None,Kemptville,Gas Station
4b697a1df964a520d2a32be3,Ultramar,45.28139,-75.837993,K2M 2Z2,Ottawa,Gas Station
583c9f7d24f61108b96a2b73,Canadian Tire Gas+,45.272268,-75.7457082,K2J 4Y6,Nepean,Gas Station
